idema	name	province	latitude	longitude	altitude
1428	Santiago De Compostela Aeropuerto	A Coruña	42.88805555555555	-8.410555555555556	370
1435C	Noia	A Coruña	42.80027777777777	-8.876111111111111	128
1437O	Monte Iroite	A Coruña	42.720555555555556	-8.923333333333332	685
1442U	Boiro	A Coruña	42.64388888888889	-8.892222222222221	10
1446X	Monterroso	Lugo	42.80972222222222	-7.7683333333333335	680
1455I	Rodeiro-Vilamaior	Pontevedra	42.711111111111116	-7.953888888888889	645
1465U	Lalin-Cristimil	Pontevedra	42.66555555555556	-8.1925	463
1466A	Silleda	Pontevedra	42.700833333333335	-8.257777777777777	435
1468X	A Estrada	Pontevedra	42.69361111111111	-8.501944444444444	269
1473A	Padrón	A Coruña	42.73833333333334	-8.627222222222223	100
1475X	Santiago De Compostela	A Coruña	42.876111111111115	-8.555833333333334	240
1476R	Rois, Casas Do Porto	A Coruña	42.749722222222225	-8.714722222222221	210
1477U	Vilagarcia De Arousa	Pontevedra	42.58222222222223	-8.769722222222223	36
1477V	Vilagarcía De Arousa	Pontevedra	42.584722222222226	-8.774722222222223	32
1484	Pontevedra, Instituto	Pontevedra	42.43055555555555	-8.647222222222222	19
1484C	Pontevedra	Pontevedra	42.43833333333333	-8.615833333333333	113
1486E	Escuela Naval De Marín	Pontevedra	42.39611111111111	-8.706944444444444	3
1489A	A Lama	Pontevedra	42.40694444444444	-8.45111111111111	395
1495	Vigo Aeropuerto	Pontevedra	42.23861111111111	-8.623888888888889	255
1496X	Vigo 	Pontevedra	42.230555555555554	-8.724166666666667	120
1505	Lugo Aeropuerto	Lugo	43.111111111111114	-7.4575000000000005	442
1518A	Lugo	Lugo	42.998333333333335	-7.5525	442
1521I	O Páramo	Lugo	42.84527777777778	-7.499444444444444	403
1521X	Becerreá	Lugo	42.86388888888889	-7.185277777777778	1080
1541B	Villablino	Leon	42.928888888888885	-6.333888888888889	958
1542	Puerto De Leitariegos	Asturias	42.994166666666665	-6.4141666666666675	1530
1549	Ponferrada	Leon	42.56388888888888	-6.6	532
1561I	Vega De Espinareda  	Leon	42.76611111111111	-6.673611111111112	770
1583X	O Barco De Valdeorras	Ourense	42.41555555555556	-6.993055555555555	315
1631E	A Pobra De Trives	Ourense	42.339444444444446	-7.2825	840
1639X	Chandrexa De Queixa	Ourense	42.26027777777778	-7.383611111111112	990
1658	Folgoso Do Courel	Lugo	42.58861111111111	-7.191666666666667	612
1679A	Monforte De Lemos	Lugo	42.531666666666666	-7.510833333333333	291
1690A	Ourense	Ourense	42.32527777777778	-7.859722222222222	146
1690B	Ourense,Instituto	Ourense	42.33222222222223	-7.864444444444444	148
1696O	Beariz	Ourense	42.46805555555556	-8.278055555555556	610
1700X	O Carballiño	Ourense	42.421388888888885	-8.092500000000001	400
1701X	Ribadavia	Ourense	42.3	-8.129166666666666	112
1706A	Allariz	Ourense	42.18277777777777	-7.796111111111111	492
1719	A Cañiza	Pontevedra	42.21805555555556	-8.281111111111112	560
1723X	Ponteareas, Canedo   	Pontevedra	42.18222222222222	-8.492777777777777	90
1730E	O Rosal	Pontevedra	41.943888888888885	-8.8475	55
1735X	Xinzo De Limia	Ourense	42.07916666666667	-7.733611111111111	616
1738U	Muiños	Ourense	41.93416666666666	-7.988888888888889	730
1740	Santillana Del Mar, Altamira	Cantabria	43.37722222222222	-4.124444444444444	150
2005Y	Vinuesa, Quintanarejo	Soria	41.967777777777776	-2.7827777777777776	1197
2017Y	La Póveda De Soria, Barriomartín	Soria	41.99583333333334	-2.4941666666666666	1260
2030	Soria	Soria	41.775	-2.4830555555555556	1081
2044B	Lubia	Soria	41.60055555555556	-2.5075	1100
2048A	Morón De Almazán	Soria	41.419444444444444	-2.4202777777777778	978
2059B	La Riba De Escalote	Soria	41.349722222222226	-2.783333333333333	1042
2084Y	Ucero	Soria	41.721944444444446	-3.0469444444444442	960
2092	Burgo De Osma	Soria	41.589444444444446	-3.0869444444444447	932
2096B	Liceras	Soria	41.37361111111111	-3.251388888888889	1150
2106B	Coruña Del Conde	Burgos	41.74583333333334	-3.3819444444444446	955
2117D	Aranda De Duero	Burgos	41.66583333333333	-3.742777777777778	790
2135A	Fresno De Cantespino	Segovia	41.37277777777778	-3.507222222222222	993
2140A	Aldeanueva De Serrezuela	Segovia	41.464444444444446	-3.785833333333333	1135
2150H	La Pinilla, Estación De Esquí	Segovia	41.19194444444444	-3.475277777777778	1798
2166Y	Peñafiel	Valladolid	41.59305555555556	-4.124722222222222	756
2172Y	Sardón De Duero	Valladolid	41.61194444444445	-4.405555555555556	725
2182C	Pedraza	Segovia	41.13388888888889	-3.790277777777778	1107
2192C	Cuéllar	Segovia	41.38361111111111	-4.265555555555555	795
2235U	Cervera De Pisuerga	Palencia	42.870555555555555	-4.52	1140
2243A	Aguilar De Campoo	Palencia	42.79805555555556	-4.277222222222222	910
2276B	Villaeles De Valdavia	Palencia	42.56888888888889	-4.575	908
2285B	Villadiego	Burgos	42.52388888888889	-4.001111111111111	869
2290Y	Pedrosa Del Príncipe	Burgos	42.25111111111111	-4.198888888888889	771
2296A	Ólvega	Soria	41.775555555555556	-1.9766666666666668	1039
2298	Palacios De La Sierra	Burgos	41.959722222222226	-3.131666666666667	1080
2302N	Monterrubio De La Demanda	Burgos	42.146388888888886	-3.1097222222222225	1197
2311Y	Villamayor De Los Montes	Burgos	42.10527777777778	-3.767777777777778	884
2331	Burgos Aeropuerto	Burgos	42.356944444444444	-3.620277777777778	891
2362C	Velilla Del Río Carrión, Camporredondo De Alba	Palencia	42.89388888888889	-4.713611111111112	1575
2374X	Carrión De Los Condes	Palencia	42.350833333333334	-4.617222222222223	830
2400E	Autilla Del Pino	Palencia	41.995555555555555	-4.602777777777778	874
2401	Palencia, Observatorio	Palencia	42.005	-4.529166666666667	750
2401X	Palencia	Palencia	42.00944444444445	-4.560555555555555	736
2422	Valladolid	Valladolid	41.64083333333333	-4.754166666666666	734
2430Y	Muñotello	Avila	40.54333333333333	-5.0441666666666665	1178
2444	Ávila	Avila	40.659166666666664	-4.679722222222223	1130
2444C	Ávila, Ayuntamiento	Avila	40.656666666666666	-4.700277777777778	1143
2453E	Gotarrendura	Avila	40.82888888888889	-4.741944444444444	920
2456B	Arevalo	Avila	41.07138888888889	-4.73	820
2462	Puerto De Navacerrada	Madrid	40.793055555555554	-4.010555555555555	1893
2465	Segovia	Segovia	40.945277777777775	-4.126388888888888	1008
2465A	Segovia, Instituto	Segovia	40.946666666666665	-4.115833333333333	990
2471Y	San Rafael	Segovia	40.718611111111116	-4.211944444444445	1237
2482B	Miguelañez	Segovia	41.12638888888889	-4.375833333333333	870
2491C	La Covatilla, Estación De Esquí	Salamanca	40.355000000000004	-5.69	1960
2503B	Olmedo, Depósito De Agua	Valladolid	41.28	-4.691944444444444	786
2503X	Olmedo	Valladolid	41.325833333333335	-4.686944444444444	740
2507Y	Rueda	Valladolid	41.419444444444444	-4.963611111111112	724
2512Y	Rivilla De Barajas	Avila	40.882222222222225	-5.018611111111111	925
2517A	Fuente El Sol	Valladolid	41.172777777777775	-4.939722222222223	755
2536D	Morales Del Toro	Zamora	41.54833333333333	-5.271388888888889	710
2539	Valladolid Aeropuerto	Valladolid	41.71194444444445	-4.855555555555555	846
2555B	Fuentesauco	Zamora	41.236666666666665	-5.481388888888889	811
2565	Coreses	Zamora	41.555277777777775	-5.630555555555556	702
2568D	Santervás De La Vega, Villapún 	Palencia	42.52361111111111	-4.851111111111111	985
2593D	Villalón De Campos	Valladolid	42.094166666666666	-5.041111111111111	782
2604B	Medina De Rioseco	Valladolid	41.87583333333333	-5.040277777777778	731
2611D	Villafáfila	Zamora	41.85638888888889	-5.592499999999999	690
2614	Zamora	Zamora	41.51555555555556	-5.735277777777778	656
2624C	Riaño	Leon	42.958333333333336	-5.0075	1090
2626Y	Cubillas De Rueda	Leon	42.62	-5.193333333333333	916
2630X	Puerto De San Isidro	Leon	43.06222222222222	-5.376944444444444	1510
2661	León, Virgen Del Camino	Leon	42.58833333333334	-5.651111111111112	916
2661B	León Aeropuerto	Leon	42.599444444444444	-5.6436111111111105	912
2664B	Valencia De Don Juan	Leon	42.295833333333334	-5.504722222222222	788
2701D	Barrios De Luna, Miñera	Leon	42.885555555555555	-5.870833333333334	1120
2728B	Quintana Del Castillo, Villameca	Leon	42.64833333333333	-6.070833333333333	995
2734D	Astorga	Leon	42.47666666666667	-6.0744444444444445	919
2737E	Lagunas De Somoza	Leon	42.3775	-6.196666666666667	1020
2742R	Bustillo Del Páramo	Leon	42.46638888888889	-5.779722222222222	850
2755X	Benavente	Zamora	42.01083333333333	-5.666666666666667	715
2766E	Sanabria, Robleda-Cervantes	Zamora	42.08222222222223	-6.64	910
2775X	Villardeciervos	Zamora	41.94138888888889	-6.279722222222222	850
2777K	Santibañez De Vidriales	Zamora	42.07805555555556	-6.0072222222222225	737
2789H	Pozuelo De Tabara	Zamora	41.785555555555554	-5.908888888888889	711
2804F	Villadepera	Zamora	41.53388888888889	-6.141944444444444	790
2811A	Navarredonda De Gredos	Avila	40.35055555555556	-5.143055555555556	1525
2828Y	Barco De Avila	Avila	40.35527777777778	-5.519166666666667	1012
2847X	Pedrosillo De Los Aires   	Salamanca	40.675555555555555	-5.643333333333333	865
2863C	Pedraza De Alba  	Salamanca	40.73222222222223	-5.366111111111111	897
2867	Salamanca Aeropuerto	Salamanca	40.95944444444445	-5.498333333333333	790
2870	Salamanca	Salamanca	40.9575	-5.662222222222223	775
2873X	Barbadillo	Salamanca	40.90361111111111	-5.779722222222222	817
2882D	Peñausende	Zamora	41.23888888888889	-5.8975	1003
2885K	Fresno De Sayago	Zamora	41.30444444444444	-6.022222222222222	804
2891A	Villarino De Los Aires	Salamanca	41.26277777777778	-6.4622222222222225	690
2914C	Boadilla Fuente San Esteban	Salamanca	40.78611111111111	-6.202777777777778	785
2916A	Vitigudino	Salamanca	41.01138888888889	-6.437777777777778	769
2918Y	El Maíllo	Salamanca	40.56944444444445	-6.223611111111111	1027
2926B	Bañobárez	Salamanca	40.85138888888889	-6.608888888888888	748
2930Y	Navasfrías	Salamanca	40.29666666666667	-6.812777777777778	880
2945A	El Bodón Base Aérea	Salamanca	40.485	-6.576944444444444	805
2946X	Saelices El Chico	Salamanca	40.635	-6.6	680
2966D	Alcañices  	Zamora	41.68333333333333	-6.301388888888889	840
2969U	A Gudiña	Ourense	42.02722222222222	-7.183055555555556	910
2978X	Verín	Ourense	41.92666666666666	-7.421944444444445	380
3013	Molina De Aragón	Guadalajara	40.84166666666667	-1.8788888888888888	1062
3021Y	Zaorejas	Guadalajara	40.75833333333333	-2.199722222222222	1250
3040Y	Beteta	Cuenca	40.57166666666667	-2.0763888888888893	1214
3044X	Cañizares	Cuenca	40.530277777777776	-2.15	928
3085Y	Pastrana	Guadalajara	40.407777777777774	-2.9530555555555558	920
3094B	Tarancón	Cuenca	40.011944444444445	-3.0213888888888887	808
3099Y	Ocaña	Toledo	39.93527777777778	-3.4961111111111114	733
3100B	Aranjuez	Madrid	40.06722222222223	-3.546111111111111	540
3103	Pantano El Vado	Guadalajara	41.00361111111111	-3.301944444444444	910
3104Y	Rascafría	Madrid	40.88972222222222	-3.888333333333333	1159
3110C	Buitrago Del Lozoya	Madrid	41.00694444444444	-3.613888888888889	1030
3111D	Somosierra	Madrid	41.135555555555555	-3.5805555555555553	1450
3125Y	San Sebastián De Los Reyes	Madrid	40.55	-3.6166666666666667	672
3126Y	Madrid, El Goloso	Madrid	40.561388888888885	-3.7119444444444447	740
3129	Madrid Aeropuerto	Madrid	40.46666666666667	-3.5555555555555554	609
3130C	Sigüenza	Guadalajara	41.08638888888889	-2.618055555555556	1005
3140Y	Mandayona	Guadalajara	40.985	-2.76	990
3168A	Guadalajara, Instituto	Guadalajara	40.63472222222222	-3.1666666666666665	685
3168C	Guadalajara, El Serranillo	Guadalajara	40.659166666666664	-3.1733333333333333	639
3168D	Guadalajara	Guadalajara	40.63027777777778	-3.1502777777777777	727
3170Y	Alcala De Henares	Madrid	40.52833333333333	-3.289722222222222	605
3175	Torrejón De Ardoz	Madrid	40.48861111111111	-3.443611111111111	607
3182Y	Arganda Del Rey	Madrid	40.31166666666666	-3.497777777777778	533
3191E	Colmenar Viejo	Madrid	40.69611111111111	-3.765	1004
3194U	Madrid, Ciudad Universitaria	Madrid	40.45166666666667	-3.7241666666666666	664
3194Y	Pozuelo De Alarcón	Madrid	40.44833333333333	-3.813333333333333	665
3195	Madrid, Retiro	Madrid	40.411944444444444	-3.6780555555555554	667
3196	Madrid, Cuatro Vientos	Madrid	40.37555555555556	-3.786111111111111	690
3200	Getafe	Madrid	40.29944444444444	-3.7222222222222223	620
3209Y	Brihuega	Guadalajara	40.765277777777776	-2.8741666666666665	835
3229Y	Tielmes	Madrid	40.24722222222222	-3.3116666666666665	594
3245Y	Tembleque	Toledo	39.69611111111111	-3.5058333333333334	635
3254Y	Mora 	Toledo	39.68694444444444	-3.7805555555555554	717
3259	Toledo, Lorenzana	Toledo	39.85944444444445	-4.025555555555555	540
3260B	Toledo	Toledo	39.88472222222222	-4.045277777777778	513
3266A	Puerto Alto Del León	Madrid	40.70638888888889	-4.141944444444444	1532
3268C	Alpedrete	Madrid	40.65972222222222	-4.0175	924
3298X	San Pablo De Los Montes	Toledo	39.54694444444444	-4.350555555555555	917
3305Y	Navahermosa	Toledo	39.63055555555555	-4.476944444444444	750
3319D	Puerto Del Pico	Avila	40.33972222222222	-5.012777777777778	1285
3330Y	Rozas De Puerto Real	Madrid	40.31305555555555	-4.487222222222222	890
3337U	Cebreros	Avila	40.4675	-4.4558333333333335	850
3338	Robledo De Chavela	Madrid	40.42777777777778	-4.25	763
3343Y	Valdemorillo	Madrid	40.49666666666667	-4.061111111111111	884
3362Y	Castillo De Bayuela	Toledo	40.108333333333334	-4.680555555555556	560
3365A	Talavera De La Reina	Toledo	39.95861111111111	-4.863611111111111	372
3386A	Navalvillar De Ibor	Caceres	39.59166666666667	-5.3916666666666675	923
3391	Sotillo De La Adrada	Avila	40.28861111111111	-4.590833333333333	630
3422D	Candeleda	Avila	40.13916666666667	-5.311388888888889	350
3423I	Madrigal De La Vera	Caceres	40.153888888888886	-5.373333333333333	464
3427Y	Oropesa	Toledo	39.99333333333333	-5.114444444444444	345
3434X	Navalmoral De La Mata	Caceres	39.94583333333333	-5.5825	269
3436D	Garganta La Olla	Caceres	40.111111111111114	-5.784722222222222	690
3448X	Serradilla	Caceres	39.82083333333334	-6.1274999999999995	406
3455X	Jaraicejo	Caceres	39.669999999999995	-5.808333333333334	559
3463X	Trujillo	Caceres	39.4825	-5.854166666666666	503
3463Y	Trujillo	Caceres	39.46416666666667	-5.874166666666667	523
3469	Cáceres, Ciudad	Caceres	39.475833333333334	-6.376388888888888	459
3469A	Cáceres	Caceres	39.47138888888889	-6.338888888888889	394
3475X	Cañaveral	Caceres	39.79055555555556	-6.376388888888888	373
3494U	Nuñomoral	Caceres	40.408055555555556	-6.239722222222222	470
3503	Guijo De Granadilla	Caceres	40.18944444444444	-6.1675	393
3504X	Hervás	Caceres	40.265	-5.861111111111111	724
3512X	Montehermoso	Caceres	40.08083333333334	-6.338888888888889	351
3514B	Tornavacas	Caceres	40.25861111111111	-5.678333333333334	991
3516X	Piornal	Caceres	40.12083333333334	-5.8325	1260
3519X	Plasencia	Caceres	40.043055555555554	-6.085833333333333	415
3526X	Coria	Caceres	40.00361111111111	-6.5575	313
3531X	Torrecilla De Los Angeles	Caceres	40.255	-6.411666666666667	459
3536X	Hoyos	Caceres	40.17472222222222	-6.724444444444445	560
3540X	Zarza La Mayor	Caceres	39.87138888888889	-6.859999999999999	336
3547X	Valverde Del Fresno	Caceres	40.20722222222223	-6.896111111111111	450
3562X	Aliseda	Caceres	39.427499999999995	-6.7363888888888885	321
3565X	Brozas	Caceres	39.61805555555556	-6.745	425
3576X	Valencia De Alcántara	Caceres	39.414722222222224	-7.231111111111111	444
4007Y	Ossa De Montiel	Albacete	38.965833333333336	-2.745	905
4051Y	Alcázar Del Rey	Cuenca	40.06111111111111	-2.8069444444444445	875
4061X	Quintanar De La Orden	Toledo	39.59722222222222	-3.0483333333333333	692
4064Y	Alcazar De San Juan	Ciudad Real	39.39083333333333	-3.2158333333333333	640
4067	Madridejos	Toledo	39.49194444444444	-3.5283333333333333	690
4070Y	Abia De Obispalia	Cuenca	40.01888888888889	-2.395277777777778	1020
4075Y	Villares Del Saz	Cuenca	39.84027777777778	-2.5033333333333334	870
4089A	Alberca De Zancara	Cuenca	39.51694444444444	-2.4958333333333336	858
4090Y	San Clemente	Cuenca	39.416666666666664	-2.4205555555555556	728
4091Y	Villarrobledo	Albacete	39.261944444444445	-2.5925000000000002	718
4093Y	Osa De La Vega 	Cuenca	39.65611111111111	-2.76	763
4095Y	Belmonte	Cuenca	39.555277777777775	-2.7055555555555557	745
4096Y	Munera	Albacete	39.016666666666666	-2.488888888888889	918
4103X	Tomelloso	Ciudad Real	39.16916666666666	-3.0075	662
4116I	Almagro / Famet	Ciudad Real	38.950833333333335	-3.7419444444444445	626
4121	Ciudad Real	Ciudad Real	38.98916666666667	-3.9202777777777778	626
4121C	Ciudad Real, Instituto	Ciudad Real	38.98777777777778	-3.9291666666666667	627
4138Y	Villanueva De Los Infantes	Ciudad Real	38.737500000000004	-3.0044444444444443	900
4147X	Valdepeñas	Ciudad Real	38.75055555555556	-3.391388888888889	700
4148	Viso Del Marqués	Ciudad Real	38.518055555555556	-3.5666666666666664	804
4193Y	El Robledo	Ciudad Real	39.219166666666666	-4.283333333333333	580
4195E	Alcornoquera, Parque Nacional Cabañeros	Ciudad Real	39.32083333333334	-4.3950000000000005	651
4210Y	Abenójar	Ciudad Real	38.89805555555556	-4.291944444444444	718
4220X	Puebla De Don Rodrigo	Ciudad Real	39.08361111111111	-4.621944444444445	531
4236Y	Puerto Rey 	Caceres	39.45055555555556	-5.026388888888889	689
4244X	Herrera Del Duque	Badajoz	39.169444444444444	-5.062222222222222	447
4245X	Guadalupe	Caceres	39.45527777777778	-5.333333333333333	660
4260	Peraleda Del Zaucejo	Badajoz	38.47972222222222	-5.5775	542
4263X	Valsequillo	Cordoba	38.409444444444446	-5.350555555555555	575
4267X	Hinojosa Del Duque	Cordoba	38.49583333333334	-5.129166666666666	545
4300Y	Almadén	Ciudad Real	38.77472222222222	-4.843611111111111	535
4325Y	Castuera	Badajoz	38.74194444444444	-5.529166666666667	459
4339X	Cañamero	Caceres	39.314166666666665	-5.368888888888889	590
4340	Navalvillar De Pela	Badajoz	39.10333333333333	-5.461388888888889	313
4347X	Zorita	Caceres	39.282777777777774	-5.710277777777778	413
4358X	Don Benito	Badajoz	38.955555555555556	-5.880555555555556	273
4362X	Retamal De Llerena	Badajoz	38.57638888888889	-5.845833333333333	474
4386B	Llerena	Badajoz	38.23166666666667	-6.016944444444444	655
4395X	Villafranca De Los Barros	Badajoz	38.55166666666666	-6.306666666666667	430
4410X	Mérida	Badajoz	38.91583333333333	-6.385555555555556	228
4411C	Alcuescar	Caceres	39.1975	-6.231111111111111	467
4427X	Zafra	Badajoz	38.42583333333333	-6.4366666666666665	433
4436Y	Almendralejo	Badajoz	38.68888888888888	-6.361111111111111	371
4452	Badajoz Aeropuerto	Badajoz	38.88333333333333	-6.813888888888889	186
4464X	Alburquerque	Badajoz	39.18194444444444	-6.995277777777778	283
4468X	Puebla De Obando	Badajoz	39.17666666666666	-6.600833333333333	392
4478X	Badajoz	Badajoz	38.88722222222222	-7.008055555555556	175
4486X	Olivenza	Badajoz	38.6975	-7.084444444444444	275
4489X	Alconchel	Badajoz	38.484722222222224	-7.281944444444444	170
4492F	Barcarrota	Badajoz	38.47277777777778	-6.923333333333334	377
4497X	Villanueva Del Fresno	Badajoz	38.37222222222222	-7.158055555555556	247
4499X	Monesterio	Badajoz	38.081388888888895	-6.271944444444444	771
4501X	Fuente De Cantos	Badajoz	38.20861111111111	-6.311388888888889	602
4511C	Jerez De Los Caballeros	Badajoz	38.29861111111111	-6.765	381
4520X	Fregenal De La Sierra	Badajoz	38.17833333333333	-6.661666666666667	586
4527X	Aroche	Huelva	37.98027777777778	-6.975833333333333	267
4541X	El Granado	Huelva	37.55361111111111	-7.52	60
4549Y	Ayamonte	Huelva	37.19472222222222	-7.3950000000000005	3
4554X	Cartaya	Huelva	37.218333333333334	-7.083611111111111	15
4560Y	Alajar	Huelva	37.868611111111115	-6.675000000000001	572
4575X	Valverde Del Camino	Huelva	37.57527777777778	-6.767777777777778	280
4584X	El Cerro De Andévalo	Huelva	37.73166666666667	-6.942222222222222	270
4589X	Alosno, Tharsis	Huelva	37.59777777777778	-7.1194444444444445	276
4605	Huelva	Huelva	37.25666666666667	-6.949722222222222	17
4608X	El Campillo	Huelva	37.67722222222222	-6.630000000000001	415
4622X	Villarrasa	Huelva	37.450833333333335	-6.636666666666666	145
4642E	Huelva, Ronda Este	Huelva	37.27833333333333	-6.911666666666667	18
5000A	Ceuta, Monte Hacho	Ceuta	35.89555555555555	-5.292222222222222	200
5000C	Ceuta	Ceuta	35.88861111111111	-5.3469444444444445	87
5038X	Cazorla	Jaen	37.91583333333333	-3.003888888888889	782
5038Y	Cazorla	Jaen	37.91583333333333	-3.003888888888889	799
5047E	Baza	Granada	37.505833333333335	-2.735	785
5051X	Huéscar	Granada	37.86138888888889	-2.6530555555555555	1092
5060X	Vélez Blanco - Topares	Almeria	37.86083333333333	-2.2280555555555557	1190
5103E	Camarate 2, Parque Nacional Sierra Nevada	Granada	37.15833333333333	-3.2569444444444446	2152
5103F	Camarate, Parque Nacional Sierra Nevada	Granada	37.191111111111105	-3.253888888888889	1534
5107D	Dólar	Granada	37.18	-2.986388888888889	1197
5164B	Baeza	Jaen	37.99666666666667	-3.4619444444444447	771
5165X	Torres	Jaen	37.780833333333334	-3.563611111111111	910
5181D	Arroyo Del Ojanco	Jaen	38.31472222222222	-2.8897222222222223	580
5192	Villarrodrigo	Jaen	38.48916666666667	-2.6375	862
5210X	Villanueva Del Arzobispo	Jaen	38.175	-2.9980555555555557	680
5246	Santa Elena	Jaen	38.34444444444445	-3.5352777777777775	770
5270	Jaén, Instituto	Jaen	37.77638888888889	-3.7888888888888888	510
5270B	Jaén	Jaen	37.777499999999996	-3.8091666666666666	580
5279X	Linares	Jaen	38.151111111111106	-3.6294444444444447	515
5281X	Bailén	Jaen	38.09305555555556	-3.7824999999999998	345
5298X	Andújar	Jaen	38.02305555555555	-4.0633333333333335	202
5304Y	Puertollano	Ciudad Real	38.66888888888889	-4.059166666666666	665
5341C	Fuencaliente	Ciudad Real	38.428888888888885	-4.301666666666667	710
5346X	Cardeña	Cordoba	38.18666666666666	-4.2725	720
5361X	Montoro	Cordoba	38.013333333333335	-4.330277777777778	155
5390Y	Villanueva De Córdoba	Cordoba	38.33305555555556	-4.608888888888888	750
5394X	Córdoba, Embalse De Guadanuño	Cordoba	38.020833333333336	-4.796666666666667	525
5402	Córdoba Aeropuerto	Cordoba	37.848888888888894	-4.846666666666667	90
5406X	Alcalá La Real	Jaen	37.4975	-3.9080555555555554	908
5412X	Priego De Córdoba	Cordoba	37.484722222222224	-4.207777777777778	550
5427X	Doña Mencía	Cordoba	37.55611111111111	-4.353888888888888	650
5429X	Córdoba, Prágdena	Cordoba	37.81027777777778	-4.4622222222222225	275
5459X	Espiel	Cordoba	38.111111111111114	-4.9286111111111115	465
5470	Fuente Palmera	Cordoba	37.753055555555555	-5.100555555555555	120
5473X	Azuaga	Badajoz	38.26777777777777	-5.686111111111112	581
5511	Pradollano, Parque Nacional Sierra Nevada	Granada	37.06444444444444	-3.3713888888888888	3092
5514	Granada Base Aérea	Granada	37.13722222222222	-3.631388888888889	687
5514Z	Granada Base Aérea	Granada	37.13611111111111	-3.6333333333333333	695
5515D	Víznar	Granada	37.23694444444445	-3.5505555555555555	1258
5515X	Granada-Cartuja	Granada	37.189722222222215	-3.595555555555556	775
