idema	name	province	latitude	longitude	altitude
5516D	Sierra Nevada 'Radiotelescopio'	Granada	37.06305555555555	-3.3869444444444445	2856
5530E	Granada Aeropuerto	Granada	37.19027777777777	-3.789722222222222	560
5582A	Loja	Granada	37.16111111111111	-4.152777777777779	760
5598X	Benamejí	Cordoba	37.23083333333334	-4.547777777777777	465
5612B	La Roda De Andalucía	Sevilla	37.19444444444444	-4.77	410
5612X	Lora De Estepa	Sevilla	37.27027777777778	-4.826944444444444	450
5624X	Aguilar De La Frontera	Cordoba	37.481944444444444	-4.685833333333334	309
5625X	La Rambla	Cordoba	37.63861111111111	-4.763888888888889	200
5641X	Écija	Sevilla	37.51611111111111	-5.085	130
5654X	La Puebla De Los Infantes	Sevilla	37.78666666666666	-5.3711111111111105	200
5656	Fuentes De Andalucía	Sevilla	37.49722222222222	-5.433055555555556	165
5702X	Carmona	Sevilla	37.565555555555555	-5.740555555555556	50
5704B	Cazalla De La Sierra	Sevilla	37.92638888888889	-5.769722222222222	550
5726X	Guadalcanal	Sevilla	38.099444444444444	-5.819166666666667	720
5733X	Almadén De La Plata	Sevilla	37.79111111111111	-6.075	450
5769X	Cala	Huelva	37.97361111111111	-6.322222222222222	618
5783	Sevilla Aeropuerto	Sevilla	37.416666666666664	-5.879166666666667	34
5788X	Tomares, Zaudín	Sevilla	37.361666666666665	-6.059722222222222	84
5790Y	Sevilla, Tablada	Sevilla	37.36416666666667	-6.005833333333333	9
5796	Morón De La Frontera	Sevilla	37.16444444444444	-5.6113888888888885	87
5835X	Carrión De Los Céspedes	Sevilla	37.36	-6.3341666666666665	76
5858X	Almonte	Huelva	36.98861111111111	-6.4430555555555555	5
5860E	Moguer, El Arenosillo	Huelva	37.09805555555556	-6.7380555555555555	41
5891X	Las Cabezas De San Juan	Sevilla	36.95333333333333	-5.846666666666667	105
5906X	Chipiona	Cadiz	36.75	-6.400555555555556	10
5910	Rota, Base Naval	Cadiz	36.638888888888886	-6.3325	21
5911A	Grazalema	Cadiz	36.760555555555555	-5.3741666666666665	913
5919X	Olvera	Cadiz	36.931666666666665	-5.259444444444444	530
5941X	El Bosque	Cadiz	36.72944444444445	-5.512222222222222	295
5950X	San José Del Valle	Cadiz	36.663888888888884	-5.783333333333333	105
5960	Jerez De La Frontera Aeropuerto	Cadiz	36.75055555555556	-6.055833333333333	27
5972X	San Fernando	Cadiz	36.46555555555556	-6.205555555555556	28
5973	Cádiz	Cadiz	36.499722222222225	-6.257777777777778	2
5983X	Medina Sidonia	Cadiz	36.40611111111111	-5.920277777777778	70
5995B	Vejer De La Frontera	Cadiz	36.245555555555555	-5.965	186
5996B	Barbate	Cadiz	36.18472222222222	-5.9094444444444445	4
5998X	Osuna	Sevilla	37.24333333333333	-5.1125	255
6000A	Melilla	Melilla	35.27638888888889	-2.956388888888889	52
6001	Tarifa	Cadiz	36.013888888888886	-5.598888888888888	32
6032B	Ronda	Malaga	36.749722222222225	-5.168333333333334	766
6032X	Ronda Instituto	Malaga	36.75	-5.168611111111112	760
6040X	Cortes De La Frontera	Malaga	36.544444444444444	-5.386388888888889	315
6042I	Jimena De La Frontera	Cadiz	36.43555555555555	-5.3950000000000005	42
6045X	Alpandeire	Malaga	36.6325	-5.203055555555555	676
6050X	Gaucín	Malaga	36.51861111111111	-5.318611111111111	594
6056X	San Roque  	Cadiz	36.27305555555555	-5.2844444444444445	1
6057X	Manilva	Malaga	36.37833333333333	-5.26	140
6058I	Estepona	Malaga	36.41694444444444	-5.155	19
6069X	Benahavís	Malaga	36.54361111111111	-5.0247222222222225	392
6076X	Marbella, Puerto	Malaga	36.48444444444444	-4.953055555555555	2
6083X	Marbella	Malaga	36.483333333333334	-4.740277777777778	2
6084X	Fuengirola	Malaga	36.53861111111111	-4.618333333333334	8
6088X	Torremolinos	Malaga	36.620555555555555	-4.515	85
6100B	Antequera Ayuntamiento (Automática Thies)	Malaga	37.02388888888889	-4.5625	515
6106X	Antequera	Malaga	37.029444444444444	-4.748333333333333	408
6127X	Álora	Malaga	36.85472222222222	-4.696666666666667	172
6143X	Coín	Malaga	36.657777777777774	-4.760833333333333	230
6155A	Málaga Aeropuerto	Malaga	36.66611111111111	-4.482222222222222	7
6156X	Málaga, Centro Meteorológico	Malaga	36.717777777777776	-4.4816666666666665	54
6172O	Málaga, Puerto	Malaga	36.71666666666667	-4.419722222222222	25
6172X	Málaga	Malaga	36.71666666666667	-4.419722222222222	25
6175X	Rincón De La Victoria	Malaga	36.715	-4.286111111111111	7
6199X	Vélez-Málaga	Malaga	36.76861111111111	-4.093611111111111	41
6201X	Algarrobo	Malaga	36.755833333333335	-4.043888888888889	35
6205X	Torrox	Malaga	36.72638888888889	-3.957222222222222	3
6213X	Nerja	Malaga	36.76277777777778	-3.845277777777778	169
6248D	Cañar, Parque Nacional Sierra Nevada	Granada	36.952222222222225	-3.4302777777777775	1732
6258X	Lanjarón	Granada	36.92305555555555	-3.4925	708
6267X	Salobreña	Granada	36.748333333333335	-3.578611111111111	20
6268X	Motril	Granada	36.72277777777778	-3.5302777777777776	12
6268Y	Motril, Puerto	Granada	36.723888888888894	-3.529166666666667	3
6272X	Castell De Ferro	Granada	36.73416666666667	-3.38	235
6277B	Adra	Almeria	36.74722222222222	-3.0205555555555557	8
6281X	Válor	Granada	37.00527777777778	-3.071388888888889	1020
6291B	El Ejido	Almeria	36.77472222222222	-2.813055555555555	98
6293X	Roquetas De Mar	Almeria	36.68694444444444	-2.7016666666666667	3
6297	Almería	Almeria	36.83111111111111	-2.4555555555555557	7
6299I	Laguna Seca, Parque Nacional Sierra Nevada	Granada	37.09583333333334	-2.9644444444444447	2300
6302A	Abla	Almeria	37.14138888888889	-2.78	869
6307C	Laújar, Parque Nacional Sierra Nevada	Almeria	37.05305555555555	-2.897222222222222	1713
6307X	Láujar De Andarax	Almeria	37.03333333333333	-2.9125	1510
6312E	Rágol, Parque Nacional Sierra Nevada	Almeria	37.020833333333336	-2.677222222222222	601
6325O	Almería Aeropuerto	Almeria	36.84638888888889	-2.3569444444444447	21
6329X	Cabo De Gata	Almeria	36.721944444444446	-2.1930555555555555	42
6332X	Carboneras	Almeria	36.98027777777778	-1.903611111111111	16
6332Y	Carboneras	Almeria	36.94222222222222	-1.9069444444444443	222
6335O	Nacimiento, Parque Nacional Sierra Nevada	Almeria	37.11	-2.6991666666666667	970
6340X	Garrucha, Puerto	Almeria	37.178888888888885	-1.8166666666666667	7
6364X	Albox	Almeria	37.406666666666666	-2.151388888888889	508
6367B	Huércal-Overa	Almeria	37.39055555555556	-1.9436111111111112	300
6375X	Fuente De Piedra	Malaga	37.132222222222225	-4.741944444444444	420
6381	Alborán	Almeria	35.93833333333333	-3.036111111111111	15
7002Y	Águilas	Murcia	37.41722222222222	-1.5869444444444445	32
7007Y	Mazarrón	Murcia	37.588055555555556	-1.2305555555555556	66
7012C	Cartagena	Murcia	37.60111111111111	-0.9877777777777778	17
7012D	Cartagena	Murcia	37.60444444444445	-1.0233333333333332	56
7019X	Cartagena/Salinas Cabo Palos	Murcia	37.63583333333333	-0.7155555555555555	3
7020C	Murcia Aeropuerto	Murcia	37.8075	-1.1280555555555556	205
7023X	Fuente Álamo De Murcia	Murcia	37.72638888888889	-1.1672222222222224	140
7026X	Torre-Pacheco	Murcia	37.73888888888889	-0.9675	50
7031	San Javier Aeropuerto	Murcia	37.788888888888884	-0.8033333333333333	4
7031X	San Javier Aeropuerto	Murcia	37.77833333333333	-0.8058333333333334	4
7066Y	Yeste, Embalse Fuensanta	Albacete	38.39333333333333	-2.218888888888889	680
7067Y	Nerpio	Albacete	38.08833333333334	-2.4130555555555553	1485
7072Y	Yeste	Albacete	38.294999999999995	-2.2938888888888886	960
7080X	Moratalla	Murcia	38.26833333333333	-1.986388888888889	955
7096B	Hellín	Albacete	38.54194444444444	-1.7030555555555555	605
7103Y	Tobarra	Albacete	38.588055555555556	-1.6894444444444445	615
7119B	Caravaca De La Cruz	Murcia	38.10305555555556	-1.8772222222222223	643
7121A	Calasparra	Murcia	38.23416666666667	-1.702222222222222	350
7127X	Bullas	Murcia	38.049166666666665	-1.6952777777777779	690
7138B	Jumilla	Murcia	38.45888888888889	-1.3352777777777778	485
7145D	Cieza	Murcia	38.23277777777778	-1.3805555555555555	265
7158X	Archena	Murcia	38.128055555555555	-1.3058333333333334	150
7172X	Mula	Murcia	38.04138888888889	-1.4491666666666667	255
7178I	Murcia	Murcia	38.00194444444445	-1.1708333333333334	62
7195X	Caravaca De La Cruz, Los Royos	Murcia	37.92777777777778	-2.0566666666666666	400
7203A	Lorca, Zarcilla De Ramos	Murcia	37.844722222222224	-1.8697222222222223	646
7209	Lorca	Murcia	37.65472222222222	-1.6872222222222222	312
7211B	Puerto Lumbreras	Murcia	37.56805555555556	-1.797222222222222	445
7218Y	Totana	Murcia	37.75861111111111	-1.5127777777777778	281
7227X	Alhama De Murcia	Murcia	37.861666666666665	-1.3347222222222221	157
7228	Alcantarilla, Base Aérea	Murcia	37.95777777777778	-1.2286111111111113	75
7237E	Molina De Segura	Murcia	38.138888888888886	-1.158611111111111	170
7244X	Orihuela	Alicante	38.06777777777778	-0.9813888888888889	26
7247X	El Pinós/Pinoso	Alicante	38.39972222222222	-1.0380555555555557	575
7250C	Abanilla	Murcia	38.19444444444444	-1.033888888888889	174
7261X	Rojales	Alicante	38.08972222222222	-0.7155555555555555	29
7275C	Yecla	Murcia	38.60166666666667	-1.159722222222222	640
8005X	Fontanars Dels Alforins	Valencia	38.78	-0.7958333333333333	622
8008Y	Villena	Alicante	38.57694444444445	-0.8655555555555555	486
8013X	Novelda	Alicante	38.385555555555555	-0.7577777777777778	233
8018X	Elx/Elche	Alicante	38.2875	-0.6805555555555555	110
8019	Alicante-Elche Aeropuerto	Alicante	38.282777777777774	-0.5708333333333333	43
8025	Alacant/Alicante	Alicante	38.3725	-0.49416666666666664	81
8036Y	Benidorm	Alicante	38.54361111111111	-0.13777777777777778	36
8050X	Jávea/ Xàbia	Alicante	38.784166666666664	0.16666666666666666	15
8057C	Pego	Alicante	38.84666666666667	-0.11833333333333333	60
8058X	Oliva	Valencia	38.928888888888885	-0.09583333333333333	5
8058Y	Miramar	Valencia	38.95027777777778	-0.13777777777777778	12
8059C	Alcoi/Alcoy	Alicante	38.71083333333333	-0.46	530
8072Y	Barx	Valencia	39.01694444444444	-0.3047222222222222	340
8084Y	Pantano De La Toba (Automatica)	Cuenca	40.22083333333334	-1.9269444444444443	1154
8096	Cuenca	Cuenca	40.06722222222223	-2.1319444444444446	949
8155Y	Motilla Del Palancar	Cuenca	39.555277777777775	-1.9152777777777776	830
8175	Albacete Base Aérea	Albacete	38.95416666666667	-1.856388888888889	702
8177A	Chinchilla	Albacete	38.9375	-1.6588888888888889	880
8178D	Albacete	Albacete	39.00555555555555	-1.8622222222222222	674
8193E	Jalance	Valencia	39.208333333333336	-1.0944444444444443	372
8198Y	Almansa	Albacete	38.85055555555556	-1.0630555555555556	710
8203O	Zarra	Valencia	39.08277777777778	-1.1008333333333333	855
8210Y	Salvacañete	Cuenca	40.10305555555556	-1.503611111111111	1160
8245Y	Mira	Cuenca	39.714444444444446	-1.4425000000000001	815
8270X	Bicorp	Valencia	39.13361111111111	-0.79	305
8283X	Ontinyent	Valencia	38.82944444444445	-0.6077777777777778	350
8293X	Xàtiva	Valencia	39.001666666666665	-0.5230555555555556	88
8300X	Carcaixent	Valencia	39.11333333333334	-0.44583333333333336	25
8309X	Utiel	Valencia	39.57555555555556	-1.2447222222222223	758
8325X	Polinyà De Xúquer	Valencia	39.18472222222222	-0.3719444444444444	12
8337X	Turís	Valencia	39.39222222222222	-0.6247222222222223	186
8354X	Albarracín	Teruel	40.41972222222222	-1.4413888888888888	1130
8368U	Teruel	Teruel	40.350833333333334	-1.1241666666666668	902
8376	Jabaloyas	Teruel	40.236111111111114	-1.4116666666666666	1430
8381X	Ademuz	Valencia	40.06055555555555	-1.283611111111111	705
8395X	Chelva	Valencia	39.75333333333333	-0.9936111111111111	515
8409X	Llíria	Valencia	39.663888888888884	-0.653888888888889	198
8414A	Valencia Aeropuerto	Valencia	39.485	-0.4747222222222222	56
8416	València	Valencia	39.480555555555554	-0.3663888888888889	11
8416X	Valencia, Upv	Valencia	39.47944444444445	-0.3372222222222222	6
8416Y	València, Viveros	Valencia	39.48111111111111	-0.3661111111111111	11
8439X	Segorbe	Castellon	39.79555555555555	-0.4852777777777778	400
8446Y	Sagunt/Sagunto	Valencia	39.700833333333335	-0.2588888888888889	24
8458X	Cedrillas	Teruel	40.43055555555555	-0.8494444444444444	1380
8472A	Montanejos	Castellon	40.08777777777778	-0.5469444444444445	601
8486X	Mosqueruela	Teruel	40.362500000000004	-0.45444444444444443	1515
8489X	Villafranca Del Cid/Vilafranca	Castellon	40.43333333333333	-0.25555555555555554	1130
8492X	Atzeneta Del Maestrat	Castellon	40.227222222222224	-0.16972222222222222	420
8500A	Castelló - Almassora	Castellon	39.95722222222223	-0.07194444444444445	43
8501	Castelló De La Plana	Castellon	39.98916666666667	-0.03222222222222222	23
8503Y	Torreblanca	Castellon	40.21138888888889	0.18361111111111109	35
8520X	La Pobla De Benifassà-Fredes	Castellon	40.69361111111111	0.16527777777777777	1165
8523X	Vinaròs	Castellon	40.55416666666667	0.4297222222222222	111
9001D	Reinosa	Cantabria	42.99194444444444	-4.160555555555556	870
9001S	Alto Campoo	Cantabria	43.03666666666666	-4.374444444444444	1650
9012E	Santa Gadea De Alfoz	Burgos	42.95138888888889	-3.957222222222222	915
9016X	Valderredible, Cubillo De Ebro	Cantabria	42.80972222222222	-4.032222222222222	770
9019B	Valderredible, Polientes   	Cantabria	42.80611111111111	-3.933888888888889	720
9027X	Sargentes De La Lora	Burgos	42.746944444444445	-3.8844444444444446	1017
9031C	Briviesca	Burgos	42.559444444444445	-3.3088888888888888	730
9051	Medina De Pomar	Burgos	42.919999999999995	-3.4827777777777778	580
9060X	Lalastra	Araba/Alava	42.875277777777775	-3.231666666666667	910
9069C	Miranda De Ebro	Burgos	42.68722222222222	-2.9605555555555556	460
9073X	Agurain/Salvatierra, Opakua	Araba/Alava	42.82972222222222	-2.3597222222222225	660
9087	Vitoria Aeródromo	Araba/Alava	42.849722222222226	-2.656111111111111	521
9091O	Foronda-Txokiza	Araba/Alava	42.88194444444444	-2.735	513
9091R	Vitoria-Gasteiz Aeropuerto	Araba/Alava	42.871944444444445	-2.7327777777777778	513
9111	Belorado	Burgos	42.42111111111111	-3.1702777777777778	820
9115X	Valdezcaray	La Rioja	42.255	-2.968055555555556	1630
9121X	Haro	La Rioja	42.57527777777778	-2.854722222222222	465
9122I	Labastida	Araba/Alava	42.60388888888889	-2.7766666666666664	612
9136X	Anguiano, Valvanera	La Rioja	42.23083333333334	-2.871111111111111	1006
9141V	Nájera	La Rioja	42.413888888888884	-2.7266666666666666	500
9145X	Leza	Araba/Alava	42.56722222222223	-2.6327777777777777	575
9145Y	Cenicero	La Rioja	42.48277777777778	-2.6394444444444445	429
9170	Logroño, Aeropuerto	La Rioja	42.452222222222225	-2.331111111111111	353
9171K	Los Arcos	Navarra	42.57055555555556	-2.1838888888888888	470
9178X	Campezo/Kanpezu	Araba/Alava	42.67055555555555	-2.3461111111111115	570
9188	Enciso	La Rioja	42.14944444444444	-2.2733333333333334	855
9195C	Astún- La Raca	Huesca	42.793055555555554	-0.5052777777777778	2276
9198X	Canfranc	Huesca	42.74944444444444	-0.5161111111111111	1197
9201K	Jaca	Huesca	42.57888888888889	-0.5469444444444445	823
9201X	Jaca	Huesca	42.57972222222222	-0.545	832
9207	Valle De Hecho, Hecho	Huesca	42.74055555555556	-0.7505555555555555	860
9208E	Aragüés Del Puerto	Huesca	42.70861111111111	-0.6727777777777777	1025
9211F	Bailo, Puyalto	Huesca	42.51416666666667	-0.8172222222222222	722
9218A	Isaba/Izaba	Navarra	42.862500000000004	-0.9247222222222222	838
9228J	Oroz-Betelu/Orotz-Betelu	Navarra	42.89611111111111	-1.3002777777777779	635
9228T	Roncesvalles/Orreaga	Navarra	43.007777777777775	-1.3255555555555556	947
9238X	Navascués/Nabaskoze	Navarra	42.7175	-1.1172222222222223	612
9244X	Sos Del Rey Católico	Zaragoza	42.490833333333335	-1.2133333333333334	626
9245X	Cáseda	Navarra	42.521388888888886	-1.3663888888888889	440
9252X	Olite/Erriberri	Navarra	42.48916666666667	-1.6555555555555554	390
9257X	Esteribar, Embalse De Eugi	Navarra	42.970555555555556	-1.5169444444444444	615
9262	Pamplona	Navarra	42.81777777777778	-1.6383333333333332	450
9262P	Monreal/Elo	Navarra	42.70138888888889	-1.4955555555555555	585
9263D	Pamplona, Aeropuerto	Navarra	42.776944444444446	-1.65	459
9263X	Aranguren, Ilundain  	Navarra	42.77611111111111	-1.5325	572
9274X	Irurtzun	Navarra	42.91888888888889	-1.8350000000000002	432
9280B	Larraga	Navarra	42.54944444444444	-1.8575000000000002	375
9283X	Cadreita	Navarra	42.206944444444446	-1.7113888888888888	268
9287A	San Pedro Manrique	Soria	42.02638888888889	-2.2308333333333334	1096
9293X	Alfaro, La Plana	La Rioja	42.17611111111111	-1.743888888888889	371
9294E	Bardenas Reales, Base Aérea	Navarra	42.198611111111106	-1.475277777777778	295
9299X	Tarazona	Zaragoza	41.915	-1.7233333333333334	475
9301X	Monteagudo	Navarra	41.95888888888889	-1.6905555555555556	410
9302Y	Tudela	Navarra	42.05555555555555	-1.6094444444444445	297
9321X	Ejea De Los Caballeros	Zaragoza	42.12111111111111	-1.1397222222222223	321
9336D	Castejon De Valdejasa	Zaragoza	41.98416666666667	-0.9958333333333332	543
9344C	Arcos De Jalón	Soria	41.21638888888889	-2.2930555555555556	863
9352A	Almazul	Soria	41.57472222222223	-2.140277777777778	1000
9354X	Alhama De Aragon	Zaragoza	41.293055555555554	-1.8952777777777778	703
9374X	Santa Eulalia Del Campo	Teruel	40.56666666666667	-1.3208333333333333	1000
9377Y	El Pedregal	Guadalajara	40.77861111111111	-1.5683333333333334	1185
9381	Calamocha, Aeródromo	Teruel	40.865	-1.305	932
9381I	Calamocha	Teruel	40.92611111111111	-1.2933333333333332	884
9390	Daroca	Zaragoza	41.114444444444445	-1.41	774
9394X	Calatayud	Zaragoza	41.33111111111111	-1.6452777777777778	582
9427X	La Almunia De Doña Godina	Zaragoza	41.48111111111111	-1.3808333333333334	370
9434	Zaragoza, Aeropuerto	Zaragoza	41.660555555555554	-1.0041666666666667	249
9434P	Zaragoza, Valdespartera	Zaragoza	41.62111111111111	-0.9347222222222222	258
9436X	Fonfría	Teruel	40.99527777777778	-1.0875	1255
9445L	Formigal, Sarrios	Huesca	42.7625	-0.3927777777777778	1800
9451F	Panticosa, Petrosos	Huesca	42.70444444444445	-0.2752777777777778	1850
9453X	Biescas, Embalse De Búbal	Huesca	42.69916666666666	-0.3188888888888889	1100
9460X	Sabiñánigo	Huesca	42.51277777777778	-0.3555555555555555	775
9491X	Almudévar	Huesca	42.029444444444444	-0.5858333333333333	390
9495Y	Leciñena	Zaragoza	41.79666666666667	-0.6172222222222222	405
9501X	Valmadrid 	Zaragoza	41.44305555555555	-0.8858333333333333	535
9510X	Quinto	Zaragoza	41.42916666666667	-0.5038888888888889	205
9513X	Muniesa	Teruel	41.03111111111111	-0.8055555555555556	800
9531Y	Montalbán	Teruel	40.828611111111115	-0.7927777777777778	895
9546B	Hijar	Teruel	41.17194444444444	-0.4419444444444445	305
9550C	Andorra, Horcallana	Teruel	40.974444444444444	-0.4077777777777778	762
9561X	Castellote	Teruel	40.79833333333333	-0.31527777777777777	755
9562X	Morella	Castellon	40.62166666666667	-0.10194444444444445	990
9563X	Castellfort	Castellon	40.49861111111111	-0.18666666666666665	1220
9569A	Calanda	Teruel	40.946666666666665	-0.23777777777777778	466
9573X	Alcañiz	Teruel	41.058055555555555	-0.14166666666666666	334
9574B	Caspe, Plana Del Pilón	Zaragoza	41.2425	-0.06861111111111111	215
9576C	Bujaraloz	Zaragoza	41.5225	-0.17444444444444443	357
9585	La Molina	Girona	42.3325	1.9394444444444445	1699
9590	Martinet  	Lleida	42.36222222222222	1.6933333333333334	1038
9590D	Cap De Rec	Lleida	42.430277777777775	1.6674999999999998	1940
9619	La Seu D'Urgell	Lleida	42.35472222222222	1.4627777777777777	677
9632X	Tuixent	Lleida	42.23027777777778	1.5694444444444444	1196
9638D	Coll De Nargó	Lleida	42.154444444444444	1.3119444444444446	609
9647X	Torà	Lleida	41.80583333333333	1.3955555555555554	435
9650X	Artesa De Segre	Lleida	41.88138888888889	1.1086111111111112	400
9657X	Esterri D'Àneu	Lleida	42.625	1.126111111111111	952
9660	Sant Maurici (Llac)	Lleida	42.58083333333334	1.0075	1907
9677	Port Ainé	Lleida	42.41	1.2147222222222223	2410
9689X	Torre De Cabdella 	Lleida	42.46638888888889	0.9908333333333332	1273
9698U	Talarn	Lleida	42.20472222222222	0.8647222222222222	807
9707	Llimiana	Lleida	42.066944444444445	0.9072222222222223	515
9718X	Tordera - Granyanella	Lleida	41.68111111111111	1.2230555555555558	463
9720X	Tàrrega	Lleida	41.650555555555556	1.1494444444444445	388
9724X	Os De Balaguer	Lleida	41.873333333333335	0.7561111111111111	520
9726E	Llorac	Tarragona	41.55722222222222	1.3094444444444444	657
9729X	Mollerussa	Lleida	41.61694444444444	0.8666666666666667	252
9744B	Vall De Boí	Lleida	42.50333333333333	0.7988888888888889	1089
9751	Sopeira	Huesca	42.31861111111112	0.7469444444444444	760
9756X	Benabarre	Huesca	42.112500000000004	0.48	765
9771	Lleida, Observatorio	Lleida	41.617222222222225	0.6211111111111112	199
9771C	Lleida	Lleida	41.626111111111115	0.5980555555555556	186
9772X	La Pobla De Cérvoles	Lleida	41.36611111111111	0.9136111111111112	673
9775X	El Soleràs	Lleida	41.41361111111111	0.6783333333333333	392
9776D	Els Torms	Lleida	41.39333333333333	0.7341666666666666	488
9784P	Bielsa	Huesca	42.63	0.22472222222222224	992
9808X	Aínsa-Sobrarbe, La Serreta	Huesca	42.42166666666667	0.13805555555555554	610
9812M	Parador De Ordesa, Parque Nacional Ordesa Y Monteperdido	Huesca	42.655277777777776	-0.09916666666666667	1206
9814A	Torla	Huesca	42.626666666666665	-0.11166666666666668	1020
9814I	Torla-Ordesa, El Cebollar	Huesca	42.65611111111111	-0.12444444444444444	1905
9814X	Torla - Ordesa	Huesca	42.6375	-0.11194444444444446	1076
9838B	Benasque	Huesca	42.599444444444444	0.5205555555555557	1120
9839V	Cerler, Cogulla	Huesca	42.555	0.5430555555555555	2374
9843A	Seira	Huesca	42.47694444444445	0.4341666666666667	825
9855E	Capella, Laguarres	Huesca	42.20138888888889	0.46611111111111114	600
9866C	Barbastro	Huesca	42.021388888888886	0.14055555555555554	305
9894Y	Sariñena	Huesca	41.799166666666665	-0.16083333333333333	300
9898	Huesca, Aeropuerto	Huesca	42.08444444444444	-0.32555555555555554	546
9901X	Huesca	Huesca	42.138888888888886	-0.395	463
9908X	Lanaja	Huesca	41.77388888888889	-0.33305555555555555	380
9911X	Ballobar	Huesca	41.61944444444445	0.18777777777777777	178
9918Y	Tamarite De Litera, La Melusa	Huesca	41.780833333333334	0.3769444444444444	218
9924X	Fraga	Huesca	41.52472222222222	0.3555555555555555	170
9935X	Valderrobres	Teruel	40.873333333333335	0.1463888888888889	483
9946X	Horta De Sant Joan	Tarragona	40.95305555555556	0.31166666666666665	495
9947X	La Pobla De Massaluca	Tarragona	41.17722222222222	0.35333333333333333	370
9961X	Cabacés	Tarragona	41.24944444444444	0.7352777777777777	363
9975X	Rasquera	Tarragona	41.005	0.6136111111111111	112
9981A	Estación De Tortosa (Roquetes)	Tarragona	40.82027777777778	0.49333333333333335	50
9987P	Sant Jaume D'Enveja	Tarragona	40.69916666666666	0.81	1
9988B	Cap De Vaquèira	Lleida	42.69194444444444	0.9738888888888889	2467
9990X	Naut Aran, Arties 	Lleida	42.70027777777778	0.8769444444444445	1161
9994X	Bossòst	Lleida	42.77611111111111	0.6897222222222222	722
9995Y	Valcarlos/Luzaide	Navarra	43.09111111111111	-1.3008333333333333	334
9998X	Bello	Teruel	40.921388888888885	-1.4944444444444445	1006
